contig_id,contig_length,mapped_reads,total_reads,rpm,rpkm
k141_47798||full,3543,130,4998642,26.0071,7.3404
k141_102084||full,3000,110,4998642,22.0060,7.3353
k141_26382||full,1637,60,4998642,12.0033,7.3325
k141_98819||full,1310,48,4998642,9.6026,7.3302
k141_53265||full,928,34,4998642,6.8018,7.3296
k141_169982||full,1502,55,4998642,11.0030,7.3256
k141_10692||full,1503,55,4998642,11.0030,7.3207
k141_74618||full,1121,41,4998642,8.2022,7.3169
k141_38690||full,1313,48,4998642,9.6026,7.3135
k141_24242||full,1368,50,4998642,10.0027,7.3119
k141_83454||full,2189,80,4998642,16.0043,7.3113
k141_38910||lt2gene,1806,66,4998642,13.2036,7.3110
k141_38358||full,1423,52,4998642,10.4028,7.3105
k141_36360||full,3287,120,4998642,24.0065,7.3035
k141_74330||lt2gene,1645,60,4998642,12.0033,7.2968
k141_84971||full,3021,110,4998642,22.0060,7.2843
k141_49317||full,962,35,4998642,7.0019,7.2785
k141_143950||lt2gene,1540,56,4998642,11.2030,7.2747
k141_55610||full,2393,87,4998642,17.4047,7.2732
k141_12502||full,2673,97,4998642,19.4053,7.2597
k141_132147||full,2260,82,4998642,16.4045,7.2586
k141_88255||full,1130,41,4998642,8.2022,7.2586
k141_76144||full,1351,49,4998642,9.8027,7.2559
k141_127201||full,1241,45,4998642,9.0024,7.2542
k141_11402||full,2374,86,4998642,17.2047,7.2471
k141_130809||full,1464,53,4998642,10.6029,7.2424
k141_67525||full,1383,50,4998642,10.0027,7.2326
k141_12543||full,1024,37,4998642,7.4020,7.2285
k141_128187||full,2494,90,4998642,18.0049,7.2193
k141_33931||full,1442,52,4998642,10.4028,7.2142
k141_71302||full,3551,128,4998642,25.6070,7.2112
k141_12916||full,1221,44,4998642,8.8024,7.2092
k141_159464||lt2gene,1554,56,4998642,11.2030,7.2092
k141_63072||full,1138,41,4998642,8.2022,7.2076
k141_17284||full,1055,38,4998642,7.6021,7.2057
k141_85288||full,1250,45,4998642,9.0024,7.2020
k141_100096||full,1835,66,4998642,13.2036,7.1954
k141_63391||full,1029,37,4998642,7.4020,7.1934
k141_14009||full,1641,59,4998642,11.8032,7.1927
k141_50846||full,2448,88,4998642,17.6048,7.1915
k141_180752||full,1419,51,4998642,10.2028,7.1901
k141_47477||full,2059,74,4998642,14.8040,7.1899
k141_46953||full,1448,52,4998642,10.4028,7.1843
k141_115128||full,1142,41,4998642,8.2022,7.1823
k141_175532||full,2091,75,4998642,15.0041,7.1756
k141_36107||full,3541,127,4998642,25.4069,7.1751
k141_169543||full,2734,98,4998642,19.6053,7.1709
k141_75601||full,2511,90,4998642,18.0049,7.1704
k141_134632||full,2958,106,4998642,21.2058,7.1690
k141_41401||full,1814,65,4998642,13.0035,7.1684
k141_73229||full,1369,49,4998642,9.8027,7.1605
k141_156545||full,1370,49,4998642,9.8027,7.1552
k141_57760||full,979,35,4998642,7.0019,7.1521
k141_84056||full,1958,70,4998642,14.0038,7.1521
k141_160848||full,896,32,4998642,6.4017,7.1448
k141_54582||lt2gene,1764,63,4998642,12.6034,7.1448
k141_46331||full,981,35,4998642,7.0019,7.1375
k141_155421||full,2299,82,4998642,16.4045,7.1355
k141_55958||full,3564,127,4998642,25.4069,7.1288
k141_98002||full,1684,60,4998642,12.0033,7.1278
k141_90702||full,1235,44,4998642,8.8024,7.1274
k141_90894||full,1320,47,4998642,9.4026,7.1231
k141_141954||full,1293,46,4998642,9.2025,7.1172
k141_136108||full,1576,56,4998642,11.2030,7.1085
k141_44636||full,2592,92,4998642,18.4050,7.1007
k141_13559||full,2115,75,4998642,15.0041,7.0941
k141_21840||full,1101,39,4998642,7.8021,7.0864
k141_92733||full,2259,80,4998642,16.0043,7.0847
k141_15655||lt2gene,1017,36,4998642,7.2020,7.0816
k141_2712||full,1074,38,4998642,7.6021,7.0783
k141_31843||full,2233,79,4998642,15.8043,7.0776
k141_47136||full,1923,68,4998642,13.6037,7.0742
k141_60573||full,1923,68,4998642,13.6037,7.0742
k141_174486||full,935,33,4998642,6.6018,7.0607
k141_72433||full,1814,64,4998642,12.8035,7.0581
k141_86822||full,1900,67,4998642,13.4036,7.0545
k141_122324||full,1447,51,4998642,10.2028,7.0510
k141_93099||full,1223,43,4998642,8.6023,7.0338
k141_97089||lt2gene,1223,43,4998642,8.6023,7.0338
k141_66533||full,1110,39,4998642,7.8021,7.0289
k141_68277||full,1909,67,4998642,13.4036,7.0213
k141_65910||full,1140,40,4998642,8.0022,7.0195
k141_85925||full,1571,55,4998642,11.0030,7.0038
k141_24760||full,1000,35,4998642,7.0019,7.0019
k141_112504||full,1343,47,4998642,9.4026,7.0012
k141_51632||full,1143,40,4998642,8.0022,7.0010
k141_76176||full,1315,46,4998642,9.2025,6.9981
k141_177420||full,2516,88,4998642,17.6048,6.9971
k141_68254||full,858,30,4998642,6.0016,6.9949
k141_156739||full,1430,50,4998642,10.0027,6.9949
k141_127080||full,2121,74,4998642,14.8040,6.9797
k141_84234||full,2668,93,4998642,18.6051,6.9734
k141_25874||full,976,34,4998642,6.8018,6.9691
k141_27946||full,1063,37,4998642,7.4020,6.9633
k141_75305||full,1839,64,4998642,12.8035,6.9622
k141_41855||full,1523,53,4998642,10.6029,6.9618
k141_148074||full,1552,54,4998642,10.8029,6.9607
k141_131776||full,1006,35,4998642,7.0019,6.9601
k141_44352||full,5289,184,4998642,36.8100,6.9597
k141_143022||lt2gene,2789,97,4998642,19.4053,6.9578
k141_63636||full,1783,62,4998642,12.4034,6.9565
k141_92091||full,834,29,4998642,5.8016,6.9563
k141_132851||full,2159,75,4998642,15.0041,6.9495
k141_121098||lt2gene,1555,54,4998642,10.8029,6.9472
k141_161377||full,1181,41,4998642,8.2022,6.9452
k141_63581||full,2074,72,4998642,14.4039,6.9450
k141_112729||full,1095,38,4998642,7.6021,6.9425
k141_1231||full,2277,79,4998642,15.8043,6.9408
k141_7671||full,1413,49,4998642,9.8027,6.9375
k141_75466||full,1357,47,4998642,9.4026,6.9289
k141_105077||full,2426,84,4998642,16.8046,6.9269
k141_96706||full,2571,89,4998642,17.8048,6.9253
k141_19247||full,1475,51,4998642,10.2028,6.9171
k141_160653||full,1157,40,4998642,8.0022,6.9163
k141_110651||full,1157,40,4998642,8.0022,6.9163
k141_170694||full,4669,161,4998642,32.2087,6.8984
k141_173565||full,1074,37,4998642,7.4020,6.8920
k141_42908||full,1832,63,4998642,12.6034,6.8796
k141_174600||full,3986,137,4998642,27.4074,6.8759
k141_172663||full,1310,45,4998642,9.0024,6.8721
k141_163288||full,1310,45,4998642,9.0024,6.8721
k141_11234||full,1048,36,4998642,7.2020,6.8721
k141_39470||full,1486,51,4998642,10.2028,6.8659
k141_117467||full,1050,36,4998642,7.2020,6.8590
k141_125666||full,2071,71,4998642,14.2039,6.8585
k141_94947||full,2392,82,4998642,16.4045,6.8580
k141_23545||full,2335,80,4998642,16.0043,6.8541
k141_87928||full,1343,46,4998642,9.2025,6.8522
k141_74175||full,2044,70,4998642,14.0038,6.8512
k141_166876||full,3650,125,4998642,25.0068,6.8512
k141_91080||full,1577,54,4998642,10.8029,6.8503
k141_129531||full,1286,44,4998642,8.8024,6.8448
k141_156793||full,1784,61,4998642,12.2033,6.8404
k141_23884||full,2137,73,4998642,14.6040,6.8339
k141_55401||full,1201,41,4998642,8.2022,6.8295
k141_69617||full,938,32,4998642,6.4017,6.8249
k141_174350||full,2814,96,4998642,19.2052,6.8249
k141_118518||full,2141,73,4998642,14.6040,6.8211
k141_94641||full,1234,42,4998642,8.4023,6.8090
k141_146696||full,1470,50,4998642,10.0027,6.8046
k141_84117||lt2gene,1617,55,4998642,11.0030,6.8046
k141_134554||full,2735,93,4998642,18.6051,6.8026
k141_66385||full,2794,95,4998642,19.0052,6.8021
k141_28718||full,1206,41,4998642,8.2022,6.8012
k141_11370||full,1531,52,4998642,10.4028,6.7948
k141_144860||full,3181,108,4998642,21.6059,6.7922
k141_152166||full,1562,53,4998642,10.6029,6.7880
k141_128419||full,2418,82,4998642,16.4045,6.7843
k141_25145||full,1062,36,4998642,7.2020,6.7815
k141_101935||full,1357,46,4998642,9.2025,6.7815
k141_35694||full,2095,71,4998642,14.2039,6.7799
k141_155384||full,1092,37,4998642,7.4020,6.7784
k141_41476||full,1653,56,4998642,11.2030,6.7774
k141_7979||full,1212,41,4998642,8.2022,6.7675
k141_157231||lt2gene,1036,35,4998642,7.0019,6.7586
k141_133974||full,1303,44,4998642,8.8024,6.7555
k141_122390||full,2073,70,4998642,14.0038,6.7553
k141_147476||full,2547,86,4998642,17.2047,6.7549
k141_60281||full,1393,47,4998642,9.4026,6.7499
k141_62876||full,1453,49,4998642,9.8027,6.7465
k141_63642||full,1394,47,4998642,9.4026,6.7450
k141_153683||lt2gene,1068,36,4998642,7.2020,6.7434
k141_139046||full,2166,73,4998642,14.6040,6.7424
k141_27482||full,2730,92,4998642,18.4050,6.7418
k141_151599||full,1009,34,4998642,6.8018,6.7412
k141_152671||full,1692,57,4998642,11.4031,6.7394
k141_150605||full,1693,57,4998642,11.4031,6.7354
k141_62213||full,1218,41,4998642,8.2022,6.7342
k141_59225||full,1040,35,4998642,7.0019,6.7326
k141_92113||full,922,31,4998642,6.2017,6.7263
k141_72034||full,1963,66,4998642,13.2036,6.7262
k141_131911||full,1131,38,4998642,7.6021,6.7215
k141_138151||full,1518,51,4998642,10.2028,6.7212
k141_124391||full,2293,77,4998642,15.4042,6.7179
k141_10635||full,1610,54,4998642,10.8029,6.7099
k141_161270||full,1670,56,4998642,11.2030,6.7084
k141_93871||full,2745,92,4998642,18.4050,6.7049
k141_115692||full,746,25,4998642,5.0014,6.7042
k141_126930||full,1015,34,4998642,6.8018,6.7013
k141_135363||full,2359,79,4998642,15.8043,6.6996
k141_307||full,1344,45,4998642,9.0024,6.6982
k141_5075||full,1315,44,4998642,8.8024,6.6938
k141_180502||full,1017,34,4998642,6.8018,6.6881
k141_158044||full,2723,91,4998642,18.2049,6.6856
k141_81107||full,1646,55,4998642,11.0030,6.6847
k141_39545||full,1257,42,4998642,8.4023,6.6844
k141_93195||full,899,30,4998642,6.0016,6.6759
k141_104486||full,1020,34,4998642,6.8018,6.6685
k141_142878||full,1140,38,4998642,7.6021,6.6685
k141_22252||full,1920,64,4998642,12.8035,6.6685
k141_103062||full,2792,93,4998642,18.6051,6.6637
k141_92062||full,2762,92,4998642,18.4050,6.6636
k141_76533||full,1052,35,4998642,7.0019,6.6558
k141_168774||full,782,26,4998642,5.2014,6.6514
k141_69815||full,1625,54,4998642,10.8029,6.6480
k141_176389||full,873,29,4998642,5.8016,6.6456
k141_50213||full,1688,56,4998642,11.2030,6.6369
k141_179395||full,1266,42,4998642,8.4023,6.6369
k141_57847||full,1779,59,4998642,11.8032,6.6347
k141_146568||lt2gene,1237,41,4998642,8.2022,6.6307
k141_38141||full,1871,62,4998642,12.4034,6.6293
k141_127967||full,996,33,4998642,6.6018,6.6283
k141_48284||full,1147,38,4998642,7.6021,6.6278
k141_140250||full,1993,66,4998642,13.2036,6.6250
k141_21457||full,1993,66,4998642,13.2036,6.6250
k141_179715||full,1873,62,4998642,12.4034,6.6222
k141_134714||full,1571,52,4998642,10.4028,6.6218
k141_38132||full,1815,60,4998642,12.0033,6.6134
k141_8601||full,1150,38,4998642,7.6021,6.6105
k141_84782||full,908,30,4998642,6.0016,6.6097
k141_130672||full,908,30,4998642,6.0016,6.6097
k141_174740||lt2gene,1120,37,4998642,7.4020,6.6089
k141_41960||full,3362,111,4998642,22.2060,6.6050
k141_175857||full,2455,81,4998642,16.2044,6.6006
k141_104860||full,1152,38,4998642,7.6021,6.5990
k141_49812||full,1243,41,4998642,8.2022,6.5987
k141_127232||full,1972,65,4998642,13.0035,6.5941
k141_68921||full,1791,59,4998642,11.8032,6.5903
k141_162614||full,1519,50,4998642,10.0027,6.5851
k141_151014||full,1733,57,4998642,11.4031,6.5800
k141_128909||full,2008,66,4998642,13.2036,6.5755
k141_50711||full,1217,40,4998642,8.0022,6.5753
k141_87757||full,2282,75,4998642,15.0041,6.5750
k141_87977||full,1248,41,4998642,8.2022,6.5723
k141_23384||full,1645,54,4998642,10.8029,6.5671
k141_163644||full,853,28,4998642,5.6015,6.5668
k141_66351||full,2042,67,4998642,13.4036,6.5640
k141_14781||full,2347,77,4998642,15.4042,6.5634
k141_6807||full,1372,45,4998642,9.0024,6.5615
k141_175992||full,1220,40,4998642,8.0022,6.5592
k141_12081||full,1282,42,4998642,8.4023,6.5540
k141_63266||full,1590,52,4998642,10.4028,6.5427
k141_33414||full,1927,63,4998642,12.6034,6.5404
k141_62296||full,1285,42,4998642,8.4023,6.5387
k141_171186||full,1531,50,4998642,10.0027,6.5335
k141_30931||full,2266,74,4998642,14.8040,6.5331
k141_153299||full,1409,46,4998642,9.2025,6.5312
k141_33773||full,1104,36,4998642,7.2020,6.5235
k141_145969||lt2gene,1995,65,4998642,13.0035,6.5181
k141_20572||full,1413,46,4998642,9.2025,6.5127
k141_130593||full,2305,75,4998642,15.0041,6.5094
k141_178694||full,1844,60,4998642,12.0033,6.5094
k141_181131||full,1076,35,4998642,7.0019,6.5073
k141_180381||full,2521,82,4998642,16.4045,6.5071
k141_140542||full,1046,34,4998642,6.8018,6.5027
k141_158092||full,1723,56,4998642,11.2030,6.5021
k141_100350||full,1510,49,4998642,9.8027,6.4918
k141_116991||full,1541,50,4998642,10.0027,6.4911
k141_102574||full,1202,39,4998642,7.8021,6.4909
k141_129738||full,1973,64,4998642,12.8035,6.4893
k141_81686||full,2683,87,4998642,17.4047,6.4870
k141_177584||full,1977,64,4998642,12.8035,6.4762
k141_129796||full,1699,55,4998642,11.0030,6.4762
k141_94346||full,1051,34,4998642,6.8018,6.4718
k141_144223||full,1175,38,4998642,7.6021,6.4698
k141_133949||full,1270,41,4998642,8.2022,6.4584
k141_79904||lt2gene,1363,44,4998642,8.8024,6.4581
k141_179613||full,2045,66,4998642,13.2036,6.4565
k141_4443||full,2697,87,4998642,17.4047,6.4534
k141_67312||full,930,30,4998642,6.0016,6.4534
k141_147235||full,1364,44,4998642,8.8024,6.4534
k141_118362||full,1117,36,4998642,7.2020,6.4476
k141_149883||full,1832,59,4998642,11.8032,6.4428
k141_92242||full,1087,35,4998642,7.0019,6.4415
k141_106051||full,1835,59,4998642,11.8032,6.4323
k141_13404||full,1121,36,4998642,7.2020,6.4246
k141_50037||full,1558,50,4998642,10.0027,6.4202
k141_129463||full,2307,74,4998642,14.8040,6.4170
k141_141769||full,1716,55,4998642,11.0030,6.4120
k141_72702||full,1437,46,4998642,9.2025,6.4040
k141_114218||full,1845,59,4998642,11.8032,6.3974
k141_154306||full,1720,55,4998642,11.0030,6.3971
k141_38658||full,2909,93,4998642,18.6051,6.3957
k141_159433||lt2gene,1441,46,4998642,9.2025,6.3862
k141_166895||full,1131,36,4998642,7.2020,6.3678
k141_154984||full,1571,50,4998642,10.0027,6.3671
k141_19794||lt2gene,1101,35,4998642,7.0019,6.3596
k141_100985||full,881,28,4998642,5.6015,6.3581
k141_82472||full,1416,45,4998642,9.0024,6.3577
k141_22933||full,2268,72,4998642,14.4039,6.3509
k141_133796||full,1418,45,4998642,9.0024,6.3487
k141_81739||full,1324,42,4998642,8.4023,6.3461
k141_180135||full,2302,73,4998642,14.6040,6.3440
k141_51120||full,1041,33,4998642,6.6018,6.3418
k141_45839||full,1042,33,4998642,6.6018,6.3357
k141_438||full,980,31,4998642,6.2017,6.3282
k141_42221||full,1583,50,4998642,10.0027,6.3188
k141_123548||lt2gene,1047,33,4998642,6.6018,6.3054
k141_120052||full,2507,79,4998642,15.8043,6.3041
k141_35689||full,1143,36,4998642,7.2020,6.3009
k141_104990||full,1112,35,4998642,7.0019,6.2967
k141_126630||full,2038,64,4998642,12.8035,6.2824
k141_140749||full,1434,45,4998642,9.0024,6.2779
k141_50687||full,1244,39,4998642,7.8021,6.2718
k141_76016||full,2489,78,4998642,15.6042,6.2693
k141_4936||full,1309,41,4998642,8.2022,6.2660
k141_43226||full,1569,49,4998642,9.8027,6.2477
k141_58964||full,1763,55,4998642,11.0030,6.2411
k141_64205||full,995,31,4998642,6.2017,6.2328
k141_177475||full,1220,38,4998642,7.6021,6.2312
k141_175117||full,1512,47,4998642,9.4026,6.2186
k141_160847||full,1417,44,4998642,8.8024,6.2120
k141_28425||full,1224,38,4998642,7.6021,6.2108
k141_35967||full,1644,51,4998642,10.2028,6.2061
k141_138896||full,1484,46,4998642,9.2025,6.2011
k141_24204||full,3227,100,4998642,20.0054,6.1994
k141_167384||full,2616,81,4998642,16.2044,6.1943
k141_151499||full,1519,47,4998642,9.4026,6.1900
k141_172502||full,1552,48,4998642,9.6026,6.1872
k141_99230||full,1940,60,4998642,12.0033,6.1872
k141_127417||lt2gene,1294,40,4998642,8.0022,6.1841
k141_81770||full,2006,62,4998642,12.4034,6.1831
k141_42549||full,1328,41,4998642,8.2022,6.1764
k141_101531||full,2041,63,4998642,12.6034,6.1751
k141_139339||full,2334,72,4998642,14.4039,6.1713
k141_137543||full,2886,89,4998642,17.8048,6.1694
k141_115524||full,2436,75,4998642,15.0041,6.1593
k141_80717||full,1949,60,4998642,12.0033,6.1587
k141_15475||full,1625,50,4998642,10.0027,6.1555
k141_174902||full,1040,32,4998642,6.4017,6.1555
k141_155846||full,1268,39,4998642,7.8021,6.1531
k141_132122||full,2471,76,4998642,15.2041,6.1530
k141_8446||full,1724,53,4998642,10.6029,6.1502
k141_36735||full,1399,43,4998642,8.6023,6.1489
k141_36140||full,1758,54,4998642,10.8029,6.1450
k141_16967||full,1107,34,4998642,6.8018,6.1444
k141_175401||full,1824,56,4998642,11.2030,6.1420
k141_93433||full,1401,43,4998642,8.6023,6.1401
k141_167464||full,2444,75,4998642,15.0041,6.1391
k141_45019||full,1760,54,4998642,10.8029,6.1380
k141_97819||full,1141,35,4998642,7.0019,6.1366
k141_149927||full,1076,33,4998642,6.6018,6.1355
k141_72892||full,1109,34,4998642,6.8018,6.1333
k141_142817||lt2gene,1599,49,4998642,9.8027,6.1305
k141_141430||full,979,30,4998642,6.0016,6.1304
k141_170593||full,1371,42,4998642,8.4023,6.1286
k141_143788||full,1241,38,4998642,7.6021,6.1258
k141_156362||full,1535,47,4998642,9.4026,6.1254
k141_110450||full,1764,54,4998642,10.8029,6.1241
k141_141348||full,1013,31,4998642,6.2017,6.1221
k141_76849||full,1896,58,4998642,11.6032,6.1198
k141_149720||full,2355,72,4998642,14.4039,6.1163
k141_116490||full,1440,44,4998642,8.8024,6.1128
k141_85502||full,1080,33,4998642,6.6018,6.1128
k141_171259||full,1506,46,4998642,9.2025,6.1106
k141_99601||full,2030,62,4998642,12.4034,6.1100
k141_160405||full,1965,60,4998642,12.0033,6.1085
k141_120501||full,1441,44,4998642,8.8024,6.1085
k141_24307||full,2817,86,4998642,17.2047,6.1074
k141_73494||full,1343,41,4998642,8.2022,6.1074
k141_151289||full,1212,37,4998642,7.4020,6.1073
k141_2088||full,1638,50,4998642,10.0027,6.1067
k141_19522||full,1999,61,4998642,12.2033,6.1047
k141_353||full,1147,35,4998642,7.0019,6.1045
k141_53477||full,1049,32,4998642,6.4017,6.1027
k141_65243||full,2297,70,4998642,14.0038,6.0966
k141_114168||full,2725,83,4998642,16.6045,6.0934
k141_4235||full,985,30,4998642,6.0016,6.0930
k141_83574||full,1610,49,4998642,9.8027,6.0886
k141_35862||full,1643,50,4998642,10.0027,6.0881
k141_120931||full,1479,45,4998642,9.0024,6.0868
k141_19259||full,1151,35,4998642,7.0019,6.0833
k141_162205||full,1744,53,4998642,10.6029,6.0796
k141_19253||full,1119,34,4998642,6.8018,6.0785
k141_82126||full,1877,57,4998642,11.4031,6.0752
k141_137982||full,1943,59,4998642,11.8032,6.0747
k141_108956||full,1219,37,4998642,7.4020,6.0722
k141_74965||full,1417,43,4998642,8.6023,6.0708
k141_45353||full,1121,34,4998642,6.8018,6.0677
k141_177588||lt2gene,1121,34,4998642,6.8018,6.0677
k141_149647||full,1352,41,4998642,8.2022,6.0667
k141_120070||full,1782,54,4998642,10.8029,6.0623
k141_17675||full,1520,46,4998642,9.2025,6.0543
k141_72455||full,1289,39,4998642,7.8021,6.0528
k141_71506||full,2149,65,4998642,13.0035,6.0510
k141_153399||full,1819,55,4998642,11.0030,6.0489
k141_20569||full,1026,31,4998642,6.2017,6.0445
k141_87500||full,1324,40,4998642,8.0022,6.0439
k141_89548||full,1291,39,4998642,7.8021,6.0435
k141_95227||full,1854,56,4998642,11.2030,6.0426
k141_138728||lt2gene,1888,57,4998642,11.4031,6.0398
k141_8579||lt2gene,1226,37,4998642,7.4020,6.0375
k141_78985||full,1328,40,4998642,8.0022,6.0257
k141_68372||full,1229,37,4998642,7.4020,6.0228
k141_60762||full,1894,57,4998642,11.4031,6.0206
k141_157552||full,2027,61,4998642,12.2033,6.0204
k141_62376||full,1631,49,4998642,9.8027,6.0102
k141_100845||full,3330,100,4998642,20.0054,6.0076
k141_65412||full,1200,36,4998642,7.2020,6.0016
k141_51386||full,1834,55,4998642,11.0030,5.9994
k141_13821||full,1168,35,4998642,7.0019,5.9948
k141_73325||full,835,25,4998642,5.0014,5.9897
k141_146054||full,1670,50,4998642,10.0027,5.9897
k141_44754||full,1305,39,4998642,7.8021,5.9786
k141_138610||full,1373,41,4998642,8.2022,5.9739
k141_85434||full,1775,53,4998642,10.6029,5.9735
k141_26449||full,1273,38,4998642,7.6021,5.9718
k141_170401||full,1040,31,4998642,6.2017,5.9632
k141_91621||full,1208,36,4998642,7.2020,5.9619
k141_108650||full,906,27,4998642,5.4015,5.9619
k141_129489||full,1443,43,4998642,8.6023,5.9614
k141_100352||full,2015,60,4998642,12.0033,5.9570
k141_147780||full,1713,51,4998642,10.2028,5.9561
k141_162701||full,1144,34,4998642,6.8018,5.9457
k141_135754||full,1178,35,4998642,7.0019,5.9439
k141_74882||full,1885,56,4998642,11.2030,5.9433
k141_40347||full,876,26,4998642,5.2014,5.9377
k141_89236||full,2225,66,4998642,13.2036,5.9342
k141_155472||full,1551,46,4998642,9.2025,5.9333
k141_39325||full,1315,39,4998642,7.8021,5.9332
k141_83599||full,1282,38,4998642,7.6021,5.9298
k141_102576||full,945,28,4998642,5.6015,5.9275
k141_52829||full,3074,91,4998642,18.2049,5.9222
k141_127907||full,1589,47,4998642,9.4026,5.9173
k141_172811||lt2gene,1050,31,4998642,6.2017,5.9064
k141_81968||full,2339,69,4998642,13.8037,5.9016
k141_165510||full,1763,52,4998642,10.4028,5.9006
k141_145216||full,1797,53,4998642,10.6029,5.9003
k141_67891||full,2002,59,4998642,11.8032,5.8957
k141_126255||full,1052,31,4998642,6.2017,5.8951
k141_166987||full,1052,31,4998642,6.2017,5.8951
k141_178582||full,1905,56,4998642,11.2030,5.8809
k141_59885||full,1361,40,4998642,8.0022,5.8796
k141_25492||full,1157,34,4998642,6.8018,5.8789
k141_160029||lt2gene,1294,38,4998642,7.6021,5.8749
k141_157578||full,2692,79,4998642,15.8043,5.8708
k141_61486||full,852,25,4998642,5.0014,5.8701
k141_127179||full,1364,40,4998642,8.0022,5.8667
k141_72207||full,1741,51,4998642,10.2028,5.8603
k141_67858||full,2219,65,4998642,13.0035,5.8601
k141_158233||full,1537,45,4998642,9.0024,5.8572
k141_48374||full,1059,31,4998642,6.2017,5.8562
k141_38014||full,1675,49,4998642,9.8027,5.8523
k141_50891||lt2gene,1675,49,4998642,9.8027,5.8523
k141_27654||full,1573,46,4998642,9.2025,5.8503
k141_47550||full,2086,61,4998642,12.2033,5.8501
k141_58952||full,684,20,4998642,4.0011,5.8495
k141_27217||full,992,29,4998642,5.8016,5.8484
k141_176849||full,2123,62,4998642,12.4034,5.8424
k141_137187||full,1130,33,4998642,6.6018,5.8423
k141_40999||full,1267,37,4998642,7.4020,5.8422
k141_110511||full,1815,53,4998642,10.6029,5.8418
k141_138389||full,1096,32,4998642,6.4017,5.8410
k141_58799||full,960,28,4998642,5.6015,5.8349
k141_50718||full,2299,67,4998642,13.4036,5.8302
k141_26321||full,1890,55,4998642,11.0030,5.8217
k141_108792||full,1581,46,4998642,9.2025,5.8207
k141_173392||full,1481,43,4998642,8.6023,5.8085
k141_50001||full,2067,60,4998642,12.0033,5.8071
k141_133262||full,1516,44,4998642,8.8024,5.8063
k141_143222||full,1551,45,4998642,9.0024,5.8043
k141_1258||full,1276,37,4998642,7.4020,5.8009
k141_40797||full,2553,74,4998642,14.8040,5.7987
k141_167912||full,1553,45,4998642,9.0024,5.7968
k141_80996||full,932,27,4998642,5.4015,5.7956
k141_26720||full,1450,42,4998642,8.4023,5.7947
k141_173451||lt2gene,1037,30,4998642,6.0016,5.7875
k141_96817||full,1694,49,4998642,9.8027,5.7867
k141_44875||full,1072,31,4998642,6.2017,5.7852
k141_2475||full,2352,68,4998642,13.6037,5.7839
k141_68836||full,1349,39,4998642,7.8021,5.7836
k141_177215||lt2gene,1211,35,4998642,7.0019,5.7819
k141_137156||full,1177,34,4998642,6.8018,5.7790
k141_63387||full,1386,40,4998642,8.0022,5.7736
k141_127531||full,1525,44,4998642,8.8024,5.7721
k141_90829||full,1179,34,4998642,6.8018,5.7692
k141_47082||full,1769,51,4998642,10.2028,5.7675
k141_106050||full,1249,36,4998642,7.2020,5.7662
k141_155947||full,1145,33,4998642,6.6018,5.7658
k141_142251||full,2221,64,4998642,12.8035,5.7647
k141_115849||full,5452,157,4998642,31.4085,5.7609
k141_148180||full,1285,37,4998642,7.4020,5.7603
k141_181211||full,1841,53,4998642,10.6029,5.7593
k141_91304||full,1460,42,4998642,8.4023,5.7550
k141_2816||full,2642,76,4998642,15.2041,5.7548
k141_9567||full,1704,49,4998642,9.8027,5.7527
k141_78946||full,1287,37,4998642,7.4020,5.7514
k141_30492||full,2331,67,4998642,13.4036,5.7502
k141_177402||full,2437,70,4998642,14.0038,5.7463
k141_19115||full,2508,72,4998642,14.4039,5.7432
k141_98635||full,1150,33,4998642,6.6018,5.7407
k141_36965||lt2gene,1185,34,4998642,6.8018,5.7400
k141_173468||full,1290,37,4998642,7.4020,5.7380
k141_152109||full,1116,32,4998642,6.4017,5.7363
k141_108092||full,1570,45,4998642,9.0024,5.7340
k141_41417||full,2199,63,4998642,12.6034,5.7314
k141_86131||full,1222,35,4998642,7.0019,5.7299
k141_43605||full,978,28,4998642,5.6015,5.7275
k141_96375||full,1573,45,4998642,9.0024,5.7231
k141_17944||full,839,24,4998642,4.8013,5.7227
k141_120996||full,1644,47,4998642,9.4026,5.7193
k141_103692||full,1575,45,4998642,9.0024,5.7158
k141_7406||full,1856,53,4998642,10.6029,5.7128
k141_117239||full,1716,49,4998642,9.8027,5.7125
k141_86319||full,1366,39,4998642,7.8021,5.7117
k141_31201||full,1016,29,4998642,5.8016,5.7102
k141_85161||full,1927,55,4998642,11.0030,5.7099
k141_31566||full,2103,60,4998642,12.0033,5.7077
k141_4664||full,1684,48,4998642,9.6026,5.7023
k141_12411||full,1614,46,4998642,9.2025,5.7017
k141_74137||full,3229,92,4998642,18.4050,5.6999
k141_125946||full,1264,36,4998642,7.2020,5.6978
k141_75756||full,1898,54,4998642,10.8029,5.6917
k141_127539||full,880,25,4998642,5.0014,5.6834
k141_130949||full,845,24,4998642,4.8013,5.6820
k141_54274||full,1937,55,4998642,11.0030,5.6804
k141_105837||full,1201,34,4998642,6.8018,5.6635
k141_177378||full,2580,73,4998642,14.6040,5.6605
k141_69401||full,3146,89,4998642,17.8048,5.6595
k141_88131||full,850,24,4998642,4.8013,5.6486
k141_127320||full,1169,33,4998642,6.6018,5.6474
k141_20266||full,1240,35,4998642,7.0019,5.6467
k141_4146||full,2799,79,4998642,15.8043,5.6464
k141_148664||full,1312,37,4998642,7.4020,5.6418
